variable,coefficient,std_error,t_stat,p_value
Intercept,0.5195014491487971,0.22393211120675358,2.3199060034277457,0.02034596274919158
C(country)[T.BE],-0.3225370453908674,0.02462929704629487,-13.095665896781597,3.486034821315632e-39
C(country)[T.DE],-0.5156510506799279,0.01954256566523405,-26.386046720429544,1.9812551794957212e-153
C(country)[T.ES],-0.22984377526978658,0.08198091887863401,-2.8036252632158383,0.00505315989305727
C(country)[T.FI],-0.14728013132867054,0.06856344812351632,-2.148085245995023,0.031706984072177764
C(country)[T.FR],-0.4834852013486965,0.008675265750997299,-55.731457136412864,0.0
C(country)[T.GR],-0.6985067868795294,0.030831696303990207,-22.655477012762653,1.2320313288927677e-113
C(country)[T.IE],0.49937575165870196,0.23979676563615807,2.0824957765126877,0.03729720826703297
C(country)[T.IT],-0.7280721218989687,0.09099536049038136,-8.001200478522522,1.2321198944631283e-15
C(country)[T.NL],0.9521663739402004,0.4694285263834215,2.0283521780746803,0.04252431714651515
C(country)[T.PT],-0.03362864353367506,0.08604802638656558,-0.3908124909524409,0.6959358413759695
C(quarter_str)[T.2002Q3],0.18989771603774408,0.36440688176362407,0.5211145166048841,0.6022869989239963
C(quarter_str)[T.2002Q4],-0.025479170074019827,0.20662738325148503,-0.12330974565461768,0.9018618238148559
C(quarter_str)[T.2003Q1],0.13624075079281295,0.1569634220078652,0.8679777049329755,0.3854065379617675
C(quarter_str)[T.2003Q2],-0.06457885451809675,0.04281629935008811,-1.5082773499425248,0.13148355770440484
C(quarter_str)[T.2003Q3],0.047932066257019956,0.325257510442087,0.14736651643146115,0.8828427329544981
C(quarter_str)[T.2003Q4],-0.2744517202548784,0.10241683568186319,-2.6797520000266966,0.0073676723113092904
C(quarter_str)[T.2004Q1],0.0824256326252173,0.1893291585071319,0.4353562508551074,0.6633038607155997
C(quarter_str)[T.2004Q2],-0.07689094652616782,0.13601611325249321,-0.5653076292764776,0.571864540349551
C(quarter_str)[T.2004Q3],0.5531008189658573,0.4342494372179561,1.2736938072029047,0.20277195203348863
C(quarter_str)[T.2004Q4],0.33123908058863405,0.3827458041790293,0.865428378239509,0.3868037107828647
C(quarter_str)[T.2005Q1],0.14269902393533906,0.18931423922555124,0.7537680447022569,0.4509885151804741
C(quarter_str)[T.2005Q2],-0.04394664555457223,0.36242939997301715,-0.12125574127773313,0.9034884746227956
C(quarter_str)[T.2005Q3],0.3313719405386406,0.25623018993444713,1.2932587710426215,0.1959215750397003
C(quarter_str)[T.2005Q4],0.2113407498633295,0.23058098310329683,0.9165575886570491,0.3593745171216508
C(quarter_str)[T.2006Q1],0.3966834839448229,0.19532378865067748,2.03090205594088,0.0422649311939674
C(quarter_str)[T.2006Q2],0.41155606770801423,0.21632885968313065,1.902455679333974,0.05711160779161916
C(quarter_str)[T.2006Q3],0.47585058010870707,0.3889382235541462,1.2234605685199806,0.2211557886949148
C(quarter_str)[T.2006Q4],0.36387470825989887,0.3646056165508191,0.9979953454973223,0.31828161566026325
C(quarter_str)[T.2007Q1],0.5987880929912733,0.35422541459963847,1.6904153917585236,0.09094851244379248
C(quarter_str)[T.2007Q2],0.51319230007199,0.37827993543856697,1.3566468955775026,0.1748934334690877
C(quarter_str)[T.2007Q3],0.4543179035133504,0.33885699189837204,1.3407364002381474,0.18000605187155594
C(quarter_str)[T.2007Q4],0.36224588909107275,0.37612452070716407,0.9631009656323453,0.3354968572358379
C(quarter_str)[T.2008Q1],0.5388725571230863,0.37393809544065093,1.4410742411469888,0.14956370984658232
C(quarter_str)[T.2008Q2],0.46237259775912715,0.264984372621763,1.744905154913097,0.08100137991349668
C(quarter_str)[T.2008Q3],0.18609927849682079,0.2845754448089475,0.6539540986108635,0.513141378592365
C(quarter_str)[T.2008Q4],-0.16977748066318232,0.3555864747964437,-0.4774576444741658,0.6330362747537445
C(quarter_str)[T.2009Q1],-0.04779533393487129,0.5415883461147656,-0.08825029984072662,0.9296777397415756
C(quarter_str)[T.2009Q2],0.03215804837712191,0.34421279354657386,0.09342490744107323,0.9255660037734275
C(quarter_str)[T.2009Q3],0.16361232798794545,0.39379683277809624,0.41547395603392445,0.6777949768367919
C(quarter_str)[T.2009Q4],-0.14369944844324198,0.26167481569393153,-0.549152764518693,0.5829006173246236
C(quarter_str)[T.2010Q1],0.06889693358019688,0.21232132429347386,0.32449370692962737,0.7455642858814324
C(quarter_str)[T.2010Q2],0.1767283250234121,0.18780830758584527,0.9410037675922902,0.3467029284429195
C(quarter_str)[T.2010Q3],0.5246224025708974,0.3364711272269666,1.5591899575294417,0.11895142702256743
C(quarter_str)[T.2010Q4],-0.5400269049772263,0.5074251023901145,-1.0642494871332697,0.287215694183088
C(quarter_str)[T.2011Q1],0.2370735222941283,0.2599613899385351,0.9119566653731987,0.36179153005493236
C(quarter_str)[T.2011Q2],0.2257567556845973,0.1371781941517967,1.6457189648872517,0.09982163262806433
C(quarter_str)[T.2011Q3],0.48971479819645425,0.28894548110455476,1.6948345976009613,0.09010680225269752
C(quarter_str)[T.2011Q4],-0.16301354081091649,0.5734520189926535,-0.28426709717976395,0.7762056991105647
C(quarter_str)[T.2012Q1],0.20415836487319194,0.22586956977673886,0.9038772468331728,0.3660604953447566
C(quarter_str)[T.2012Q2],0.2998505984163151,0.19105188075739207,1.5694721100237767,0.11653797317052152
