variable,coefficient,std_error,t_stat,p_value
C(quarter_str)[T.2010Q3],0.5807152152568331,0.3479476581485736,1.6689729091634462,0.09512274883669103
C(quarter_str)[T.2010Q4],-0.47257554560085013,0.4692692341630193,-1.0070456599263915,0.31391283263655145
C(quarter_str)[T.2011Q1],0.27853067737443243,0.24606114694002587,1.1319571612105042,0.25765244509508145
C(quarter_str)[T.2011Q2],0.32112316367565163,0.17248860708352556,1.8617065156086021,0.06264446968046489
C(quarter_str)[T.2011Q3],0.5813052294171643,0.30759513408404204,1.8898388335959126,0.05877951811032674
C(quarter_str)[T.2011Q4],-0.09683920863245365,0.5409339457430589,-0.17902224364830643,0.8579202359289078
C(quarter_str)[T.2012Q1],0.2414365874923779,0.20601421362227032,1.1719414075722705,0.24122058098182708
C(quarter_str)[T.2012Q2],0.32531079375534666,0.2169927346740047,1.4991782754573406,0.13382738932327035
C(quarter_str)[T.2012Q3],0.5350303536723933,0.34854455374564774,1.5350414973427888,0.1247736351148581
C(quarter_str)[T.2012Q4],-0.1994185639856737,0.4879740133286985,-0.40866636037715737,0.682784523885116
C(quarter_str)[T.2013Q1],0.08337519083878842,0.2819445587655939,0.29571484267623616,0.7674478610694487
C(quarter_str)[T.2013Q2],0.1833208097064013,0.40595647140310415,0.45157750305787964,0.6515733799100618
C(quarter_str)[T.2013Q3],0.5993698211226872,0.5390935842091558,1.1118103399467385,0.26621970515370397
C(quarter_str)[T.2013Q4],-0.3957505908986094,0.5955240911278556,-0.664541698303258,0.506343669979237
C(quarter_str)[T.2014Q1],0.4819304503380916,0.5769867585009816,0.8352539174211773,0.4035747577661897
C(quarter_str)[T.2014Q2],0.2420434455670503,0.26843422068865785,0.9016862490411878,0.3672235597156348
C(quarter_str)[T.2014Q3],0.7171111463561295,0.43277874196256827,1.6569925387373892,0.09752098359217633
C(quarter_str)[T.2014Q4],-0.22239065380942116,0.5778930655350882,-0.384830113168953,0.7003632870074287
C(quarter_str)[T.2015Q1],0.28033472656348557,0.36797912613217865,0.761822360713985,0.4461660328094835
C(quarter_str)[T.2015Q2],0.11472772966251066,0.2999154574351777,0.3825335667712537,0.702065635920637
C(quarter_str)[T.2015Q3],0.28262071636884795,0.41265308706858833,0.684886955230442,0.4934152582343083
C(quarter_str)[T.2015Q4],-0.016604550621954484,0.30376843272502224,-0.05466187013903871,0.9564078471428852
C(quarter_str)[T.2016Q1],0.18188468500871063,0.32429602810621866,0.560860045282876,0.5748929493720143
C(quarter_str)[T.2016Q2],0.2612087653611722,0.3181265291682542,0.821084510129054,0.4115981324795833
C(quarter_str)[T.2016Q3],0.3873740591720081,0.3811174353432337,1.0164165247993435,0.309431079807448
C(quarter_str)[T.2016Q4],0.21886756523469175,0.3221238973904599,0.6794514998972374,0.4968518281510541
C(quarter_str)[T.2017Q1],0.09111280430849761,0.20433974450966788,0.44588880409501935,0.6556775699697628
C(quarter_str)[T.2017Q2],0.05323048885253137,0.2512189685848213,0.21188881218799643,0.8321937790121092
C(quarter_str)[T.2017Q3],0.19775964320187267,0.3645050830075192,0.5425428956166112,0.5874445654392739
C(quarter_str)[T.2017Q4],0.03561411748103509,0.29312342112986495,0.12149870980543948,0.9032960365602715
C(quarter_str)[T.2018Q1],0.14108017365912662,0.23729167220338887,0.594543299177407,0.5521487910147459
C(quarter_str)[T.2018Q2],0.16938055538762492,0.24942654126939642,0.6790799187833151,0.4970872254862142
C(quarter_str)[T.2018Q3],0.3080452128126427,0.3295482213095162,0.9347500392767175,0.34991713240099576
C(quarter_str)[T.2018Q4],0.22571328810608757,0.26361834260407935,0.8562123783817264,0.391880316932127
C(quarter_str)[T.2019Q1],0.1865346942162982,0.18285715897999355,1.0201115190502714,0.30767557429338177
C(quarter_str)[T.2019Q2],0.17705945821344649,0.21055911015447884,0.8409014365778095,0.40040315356546585
C(quarter_str)[T.2019Q3],0.39925348509894265,0.3337504427142042,1.196263537066915,0.23159373319033183
C(quarter_str)[T.2019Q4],0.0999088451799436,0.1860676991166881,0.5369488936244009,0.5913029163186725
C(quarter_str)[T.2020Q1],0.1863887732096977,0.19923854246785136,0.935505604994942,0.34952779614293594
C(quarter_str)[T.2020Q2],-0.21264019416791152,0.2535322471891164,-0.8387106434208252,0.4016317042217734
C(quarter_str)[T.2020Q3],0.2647409764871284,0.3471649558914665,0.762579782303528,0.4457140458085125
C(quarter_str)[T.2020Q4],0.07603946841995216,0.19136617144433596,0.3973506280971415,0.6911089179653255
C(quarter_str)[T.2021Q1],0.08696152733215512,0.20238927964241862,0.4296745731088067,0.6674323821228604
C(quarter_str)[T.2021Q2],0.04881694679043411,0.21811200356651364,0.2238159569037533,0.8229005131077638
C(quarter_str)[T.2021Q3],-0.016334543278279046,0.26375123595678146,-0.061931627425456465,0.9506172807889736
C(quarter_str)[T.2021Q4],0.1853197702848821,0.3860080008169885,0.48009308069431617,0.6311612080818709
C(quarter_str)[T.2022Q1],0.20783856860381544,0.2119437027602449,0.9806310161473716,0.3267747334178963
C(quarter_str)[T.2022Q2],0.5076175597762853,0.3411490059596471,1.487964352551357,0.13676029486434155
