Time Series Search Export,Search term,Search filters,,Last update of Residential property prices data,Downloaded at,Source,Source URL,Download URL,About Residential property prices
,,REF_AREA_TXT:Reference area,"AT:Austria,BE:Belgium,BG:Bulgaria,HR:Croatia,CY:Cyprus,EE:Estonia,XM:Euro area,FI:Finland,FR:France,DE:Germany,GR:Greece,IE:Ireland,IT:Italy,LV:Latvia,LT:Lithuania,LU:Luxembourg,MT:Malta,NL:Netherlands,PT:Portugal,SK:Slovakia,SI:Slovenia,ES:Spain",2026-05-28,2026-05-28 14:14 CEST,BIS,https://data.bis.org/search?view=card&page_size=50&filter=_CATEGORY%3DRPP%255E_DATAFLOW_ID%3DBIS%2CWS_SPP%2C1.0%255EREF_AREA_TXT%3DAustria%257CBelgium%257CBulgaria%257CCroatia%257CCyprus%257CEstonia%257CEuro%2520area%257CFinland%257CFrance%257CGermany%257CGreece%257CIreland%257CItaly%257CLatvia%257CLithuania%257CLuxembourg%257CMalta%257CNetherlands%257CPortugal%257CSlovakia%257CSlovenia%257CSpain%255EUNIT_MEASURE%3D628%255EVALUE%3D628%257CR&ccId=,https://data.bis.org/search?view=card&page_size=50&filter=_CATEGORY%3DRPP%255E_DATAFLOW_ID%3DBIS%2CWS_SPP%2C1.0%255EREF_AREA_TXT%3DAustria%257CBelgium%257CBulgaria%257CCroatia%257CCyprus%257CEstonia%257CEuro%2520area%257CFinland%257CFrance%257CGermany%257CGreece%257CIreland%257CItaly%257CLatvia%257CLithuania%257CLuxembourg%257CMalta%257CNetherlands%257CPortugal%257CSlovakia%257CSlovenia%257CSpain%255EUNIT_MEASURE%3D628%255EVALUE%3D628%257CR&ccId=&file_format=csv&format=long&split_frequencies=false&transposed=false&include=code%2Clabel,https://data.bis.org/topics/RPP
,,UNIT_MEASURE:Unit of measure,"628:Index, 2010 = 100",,,,,,
,,VALUE:Value,"628,R",,,,,,
,,TOPIC:Topic,RPP:Property prices / Residential property prices,,,,,,
,,DATAFLOW_ID:Dataflow Id,"BIS,WS_SPP,1.0:",,,,,,

DATAFLOW_ID:Dataflow ID,KEY:Timeseries Key,FREQ:Frequency,REF_AREA:Reference area,VALUE:Value,UNIT_MEASURE:Unit of measure,Unit,Unit multiplier,TIME_PERIOD:Period,OBS_CONF:Confidentiality,OBS_PRE_BREAK:Pre-break value,OBS_STATUS:Status,OBS_VALUE:Value
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,1995-03-31,F:Free,,A:Normal value,52.6163
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,1995-06-30,F:Free,,A:Normal value,52.6702
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,1995-09-30,F:Free,,A:Normal value,52.8005
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,1995-12-31,F:Free,,A:Normal value,52.5275
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,1996-03-31,F:Free,,A:Normal value,52.0899
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,1996-06-30,F:Free,,A:Normal value,51.8894
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,1996-09-30,F:Free,,A:Normal value,51.6805
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,1996-12-31,F:Free,,A:Normal value,51.5207
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,1997-03-31,F:Free,,A:Normal value,51.3844
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,1997-06-30,F:Free,,A:Normal value,51.7119
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,1997-09-30,F:Free,,A:Normal value,51.6258
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,1997-12-31,F:Free,,A:Normal value,51.672
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,1998-03-31,F:Free,,A:Normal value,51.6897
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,1998-06-30,F:Free,,A:Normal value,52.6646
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,1998-09-30,F:Free,,A:Normal value,53.3729
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,1998-12-31,F:Free,,A:Normal value,54.3535
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,1999-03-31,F:Free,,A:Normal value,55.6097
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,1999-06-30,F:Free,,A:Normal value,57.0732
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,1999-09-30,F:Free,,A:Normal value,58.1659
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,1999-12-31,F:Free,,A:Normal value,57.9531
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2000-03-31,F:Free,,A:Normal value,59.2993
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2000-06-30,F:Free,,A:Normal value,60.3939
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2000-09-30,F:Free,,A:Normal value,60.4707
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2000-12-31,F:Free,,A:Normal value,60.0286
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2001-03-31,F:Free,,A:Normal value,62.0727
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2001-06-30,F:Free,,A:Normal value,63.3983
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2001-09-30,F:Free,,A:Normal value,64.299
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2001-12-31,F:Free,,A:Normal value,64.9259
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2002-03-31,F:Free,,A:Normal value,68.5005
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2002-06-30,F:Free,,A:Normal value,71.1724
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2002-09-30,F:Free,,A:Normal value,73.0203
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2002-12-31,F:Free,,A:Normal value,73.2842
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2003-03-31,F:Free,,A:Normal value,77.1917
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2003-06-30,F:Free,,A:Normal value,81.151
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2003-09-30,F:Free,,A:Normal value,83.4946
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2003-12-31,F:Free,,A:Normal value,84.5637
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2004-03-31,F:Free,,A:Normal value,89.4174
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2004-06-30,F:Free,,A:Normal value,92.3774
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2004-09-30,F:Free,,A:Normal value,94.3994
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2004-12-31,F:Free,,A:Normal value,95.8513
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2005-03-31,F:Free,,A:Normal value,100.2131
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2005-06-30,F:Free,,A:Normal value,101.9429
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2005-09-30,F:Free,,A:Normal value,103.5214
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2005-12-31,F:Free,,A:Normal value,104.3458
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2006-03-31,F:Free,,A:Normal value,105.2598
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2006-06-30,F:Free,,A:Normal value,107.4005
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2006-09-30,F:Free,,A:Normal value,111.2363
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2006-12-31,F:Free,,A:Normal value,113.4086
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2007-03-31,F:Free,,A:Normal value,116.2592
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2007-06-30,F:Free,,A:Normal value,117.0499
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2007-09-30,F:Free,,A:Normal value,118.6858
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2007-12-31,F:Free,,A:Normal value,115.3089
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2008-03-31,F:Free,,A:Normal value,114.5481
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2008-06-30,F:Free,,A:Normal value,111.5931
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2008-09-30,F:Free,,A:Normal value,109.8451
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2008-12-31,F:Free,,A:Normal value,106.6655
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2009-03-31,F:Free,,A:Normal value,105.5601
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2009-06-30,F:Free,,A:Normal value,103.8245
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2009-09-30,F:Free,,A:Normal value,103.3165
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2009-12-31,F:Free,,A:Normal value,101.8545
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2010-03-31,F:Free,,A:Normal value,101.3059
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2010-06-30,F:Free,,A:Normal value,101.2195
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2010-09-30,F:Free,,A:Normal value,99.6126
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2010-12-31,F:Free,,A:Normal value,97.9161
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2011-03-31,F:Free,,A:Normal value,94.4114
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2011-06-30,F:Free,,A:Normal value,91.7021
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2011-09-30,F:Free,,A:Normal value,88.8543
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2011-12-31,F:Free,,A:Normal value,83.1479
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2012-03-31,F:Free,,A:Normal value,79.4663
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2012-06-30,F:Free,,A:Normal value,75.5808
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2012-09-30,F:Free,,A:Normal value,72.5438
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2012-12-31,F:Free,,A:Normal value,70.3733
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2013-03-31,F:Free,,A:Normal value,67.514
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2013-06-30,F:Free,,A:Normal value,66.4184
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2013-09-30,F:Free,,A:Normal value,67.0732
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2013-12-31,F:Free,,A:Normal value,65.8621
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2014-03-31,F:Free,,A:Normal value,66.4245
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2014-06-30,F:Free,,A:Normal value,66.8252
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2014-09-30,F:Free,,A:Normal value,67.483
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2014-12-31,F:Free,,A:Normal value,67.3597
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2015-03-31,F:Free,,A:Normal value,68.1441
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2015-06-30,F:Free,,A:Normal value,69.6881
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2015-09-30,F:Free,,A:Normal value,70.8007
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2015-12-31,F:Free,,A:Normal value,70.4492
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2016-03-31,F:Free,,A:Normal value,72.9028
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2016-06-30,F:Free,,A:Normal value,73.065
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2016-09-30,F:Free,,A:Normal value,73.7797
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2016-12-31,F:Free,,A:Normal value,72.848
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2017-03-31,F:Free,,A:Normal value,74.7271
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2017-06-30,F:Free,,A:Normal value,75.6351
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2017-09-30,F:Free,,A:Normal value,77.4138
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2017-12-31,F:Free,,A:Normal value,76.9742
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2018-03-31,F:Free,,A:Normal value,78.6459
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2018-06-30,F:Free,,A:Normal value,79.3508
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2018-09-30,F:Free,,A:Normal value,81.1451
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2018-12-31,F:Free,,A:Normal value,80.7391
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2019-03-31,F:Free,,A:Normal value,83.1199
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2019-06-30,F:Free,,A:Normal value,82.878
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2019-09-30,F:Free,,A:Normal value,84.7731
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2019-12-31,F:Free,,A:Normal value,83.3553
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2020-03-31,F:Free,,A:Normal value,85.3388
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2020-06-30,F:Free,,A:Normal value,85.2462
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2020-09-30,F:Free,,A:Normal value,86.7537
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2020-12-31,F:Free,,A:Normal value,85.3706
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2021-03-31,F:Free,,A:Normal value,85.6376
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2021-06-30,F:Free,,A:Normal value,85.8482
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2021-09-30,F:Free,,A:Normal value,87.4019
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2021-12-31,F:Free,,A:Normal value,85.7608
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2022-03-31,F:Free,,A:Normal value,86.17
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2022-06-30,F:Free,,A:Normal value,85.0245
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2022-09-30,F:Free,,A:Normal value,85.4797
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2022-12-31,F:Free,,A:Normal value,84.8561
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2023-03-31,F:Free,,A:Normal value,84.9326
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2023-06-30,F:Free,,A:Normal value,85.57
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2023-09-30,F:Free,,A:Normal value,86.903
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2023-12-31,F:Free,,A:Normal value,85.6999
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2024-03-31,F:Free,,A:Normal value,87.6102
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2024-06-30,F:Free,,A:Normal value,89.2716
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2024-09-30,F:Free,,A:Normal value,92.0855
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2024-12-31,F:Free,,A:Normal value,93.2412
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2025-03-31,F:Free,,A:Normal value,95.7693
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2025-06-30,F:Free,,A:Normal value,98.5509
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2025-09-30,F:Free,,A:Normal value,101.0733
"BIS,WS_SPP,1.0",Q.ES.R.628,Q:Quarterly,ES:Spain,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2025-12-31,F:Free,,A:Normal value,102.1633
"BIS,WS_SPP,1.0",Q.FI.R.628,Q:Quarterly,FI:Finland,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,1970-03-31,F:Free,,A:Normal value,52.7554
"BIS,WS_SPP,1.0",Q.FI.R.628,Q:Quarterly,FI:Finland,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,1970-06-30,F:Free,,A:Normal value,53.3642
"BIS,WS_SPP,1.0",Q.FI.R.628,Q:Quarterly,FI:Finland,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,1970-09-30,F:Free,,A:Normal value,53.382
"BIS,WS_SPP,1.0",Q.FI.R.628,Q:Quarterly,FI:Finland,R:Real,"628:Index, 2010 = 100","Index, 2010 = 100",Units,1970-12-31,F:Free,,A:Normal value,54.1536
