quarter,country,rent_index
2007Q3,ES,80.95333333333333
2007Q4,ES,81.62333333333333
2008Q1,ES,82.55
2008Q2,ES,83.66666666666667
2008Q3,ES,84.38333333333334
2008Q4,ES,85.14999999999999
2009Q1,ES,85.92333333333333
2009Q2,ES,86.50999999999999
2009Q3,ES,86.74333333333334
2009Q4,ES,86.89
2010Q1,ES,86.71666666666665
2010Q2,ES,87.8
2010Q3,ES,91.32000000000001
2010Q4,ES,87.83333333333333
2011Q1,ES,87.82333333333334
2011Q2,ES,89.0
2011Q3,ES,91.96666666666665
2011Q4,ES,88.62666666666667
2012Q1,ES,88.55666666666667
2012Q2,ES,89.56
2012Q3,ES,91.97333333333334
2012Q4,ES,89.07333333333334
2013Q1,ES,88.64666666666666
2013Q2,ES,89.53666666666668
2013Q3,ES,92.03333333333332
2013Q4,ES,88.67
2014Q1,ES,87.92333333333333
2014Q2,ES,89.09999999999998
2014Q3,ES,91.45666666666666
2014Q4,ES,88.21999999999998
2015Q1,ES,88.17
2015Q2,ES,88.03666666666668
2015Q3,ES,87.97666666666667
2015Q4,ES,87.89999999999999
2016Q1,ES,87.90666666666668
2016Q2,ES,87.96666666666665
2016Q3,ES,87.94666666666667
2016Q4,ES,87.95333333333333
2017Q1,ES,88.02666666666666
2017Q2,ES,88.18333333333334
2017Q3,ES,88.37666666666667
2017Q4,ES,88.64333333333333
2018Q1,ES,88.92333333333333
2018Q2,ES,89.25
2018Q3,ES,89.56333333333333
2018Q4,ES,89.95
2019Q1,ES,90.32666666666667
2019Q2,ES,90.65333333333335
2019Q3,ES,90.96333333333332
2019Q4,ES,91.25333333333333
2020Q1,ES,91.56666666666666
2020Q2,ES,91.72000000000001
2020Q3,ES,91.96666666666665
2020Q4,ES,92.08999999999999
2021Q1,ES,92.22333333333334
2021Q2,ES,92.31666666666666
2021Q3,ES,92.43
2021Q4,ES,92.56
2022Q1,ES,92.94333333333333
2022Q2,ES,93.45666666666666
2022Q3,ES,93.84333333333332
2022Q4,ES,94.25
2023Q1,ES,94.83333333333333
2023Q2,ES,95.39333333333333
2023Q3,ES,95.78000000000002
2023Q4,ES,96.18333333333334
2024Q1,ES,96.74666666666667
2024Q2,ES,97.45333333333333
2024Q3,ES,97.91333333333334
2024Q4,ES,98.46333333333332
2025Q1,ES,99.05666666666667
2025Q2,ES,99.79333333333334
2025Q3,ES,100.3
2025Q4,ES,100.85333333333334
2026Q1,ES,101.52333333333333
2026Q2,ES,102.02
