quarter,country,mortgage_lending_stock,gross_disposable_income_quarterly,gross_disposable_income_annual,mortgage_leverage_ratio
2004Q4,PT,71139.0,28813.71,108645.18,65.47828444851397
2005Q1,PT,73502.0,25589.65,109846.17,66.91357559394197
2005Q2,PT,76739.0,29110.18,110761.45,69.28313054767702
2005Q3,PT,78585.0,28237.95,111751.48999999999,70.32121003487292
2005Q4,PT,79488.0,30259.01,113196.79000000001,70.22107252334628
2006Q1,PT,86092.0,26201.23,113808.37,75.64645728605022
2006Q2,PT,89098.0,31698.83,116397.02,76.54663323854855
2006Q3,PT,90410.0,28452.01,116611.08,77.53122602071775
2006Q4,PT,91916.0,30541.8,116893.87,78.63201038685776
2007Q1,PT,94412.0,28293.15,118985.79000000001,79.34729012598899
2007Q2,PT,97253.0,32109.98,119396.94,81.45351128764271
2007Q3,PT,99405.0,30181.84,121126.77,82.06691221106614
2007Q4,PT,101106.0,31909.68,122494.65,82.53911497359273
2008Q1,PT,103319.0,28988.51,123190.01000000001,83.86962546719494
2008Q2,PT,105560.0,32127.08,123207.11,85.67687368042314
2008Q3,PT,105183.0,32328.13,125353.4,83.90917198895283
2008Q4,PT,105222.0,33861.25,127304.97,82.65348949063025
2009Q1,PT,105999.0,28626.17,126942.63,83.50149985075936
2009Q2,PT,107307.0,32963.67,127779.22,83.97844344330791
2009Q3,PT,108492.0,30620.78,126071.87,86.05567602035252
2009Q4,PT,110693.0,35768.15,127978.76999999999,86.49325196671292
2010Q1,PT,111843.0,29460.78,128813.38,86.82560771249074
2010Q2,PT,113203.0,33510.84,129360.54999999999,87.50967740938023
2010Q3,PT,114026.0,31522.31,130262.07999999999,87.53583544804444
2010Q4,PT,114521.0,35367.68,129861.61,88.18695532883044
2011Q1,PT,115430.0,29234.67,129635.5,89.04196767089262
2011Q2,PT,115203.0,32682.08,128806.74,89.43864272940996
2011Q3,PT,114667.0,30189.39,127473.82,89.95337238658102
2011Q4,PT,113923.0,35042.76,127148.9,89.59810112395782
2012Q1,PT,113709.0,29018.0,126932.23000000001,89.58244883903795
2012Q2,PT,112661.0,31555.46,125805.61,89.55165035963023
2012Q3,PT,111610.0,29859.34,125475.56,88.94959305222467
2012Q4,PT,110525.0,33302.91,123735.70999999999,89.32344591549199
2013Q1,PT,109620.0,28489.34,123207.04999999999,88.97218138085444
2013Q2,PT,108580.0,31438.47,123090.06,88.2118344893162
2013Q3,PT,107551.0,29296.48,122527.20000000001,87.77724456283991
2013Q4,PT,106592.0,33210.97,122435.26000000001,87.05988781336356
2014Q1,PT,105570.0,28231.99,122177.91,86.40678171692412
2014Q2,PT,104640.0,31636.24,122375.68000000001,85.50718574148065
2014Q3,PT,103677.0,29781.61,122860.81000000001,84.38573699782704
2014Q4,PT,102470.47,32690.75,122340.59,83.75835853006758
2015Q1,PT,101544.99,29453.95,123562.55,82.18104110023627
2015Q2,PT,100787.36,33158.63,125084.94,80.57513558386805
2015Q3,PT,100379.38,30430.0,125733.33,79.83513997442047
2015Q4,PT,98517.07,33804.75,126847.33,77.66586021164183
2016Q1,PT,97821.24,29887.76,127281.14,76.8544656341073
2016Q2,PT,97229.69,33718.46,127840.97,76.05518794170601
2016Q3,PT,96594.04,32080.37,129491.34,74.5949806373152
2016Q4,PT,95377.27,35335.92,131022.51,72.79456789524183
2017Q1,PT,94944.15,30138.41,131273.16,72.32563762462944
2017Q2,PT,94563.99,35130.43,132685.13,71.2694708140995
2017Q3,PT,94353.6,31777.8,132382.56,71.27343662186318
2017Q4,PT,94093.4,37463.22,134509.86,69.95279007799131
2018Q1,PT,93826.12,31663.91,136035.36,68.9718614336743
2018Q2,PT,93742.44,36383.32,137288.25,68.28147346914248
2018Q3,PT,93793.83,33114.15,138624.6,67.66030704506993
2018Q4,PT,91398.17,39582.5,140743.88,64.93935651056373
2019Q1,PT,91214.42,32594.82,141674.78999999998,64.38295761723029
2019Q2,PT,91341.23,38280.38,143571.85,63.62057046698221
2019Q3,PT,91378.85,34615.67,145073.37,62.988024611270845
2019Q4,PT,91693.65,41558.16,147049.03,62.35583464916429
2020Q1,PT,91954.86,33651.25,148105.46,62.087420679831794
2020Q2,PT,92383.98,36723.34,146548.41999999998,63.03990176079688
2020Q3,PT,92984.7,34682.36,146615.11000000002,63.42095299727292
2020Q4,PT,93831.86,40738.18,145795.13,64.35870663169612
2021Q1,PT,94748.81,34149.49,146293.37,64.76630485715108
2021Q2,PT,95740.48,39965.8,149535.83000000002,64.02511023612199
2021Q3,PT,96989.66,36598.18,151451.65,64.04001541085886
2021Q4,PT,97969.93,43289.71,154003.18,63.615524043074956
2022Q1,PT,99063.57,37079.23,156932.92,63.12478605508647
2022Q2,PT,99572.59,43216.62,160183.74,62.161484055747486
2022Q3,PT,100409.58,39051.2,162636.76,61.73855160420067
2022Q4,PT,100787.03,48347.76,167694.81,60.10146050435312
2023Q1,PT,100232.37,40295.92,170911.5,58.645772812244935
2023Q2,PT,99987.23,48242.0,175936.88,56.83130790997316
2023Q3,PT,99738.24,43089.36,179975.03999999998,55.417817937420665
2023Q4,PT,99442.16,51373.75,183001.02999999997,54.33967229583354
2024Q1,PT,99541.95,45072.75,187777.86,53.01048270546911
2024Q2,PT,100250.1,51947.78,191483.64,52.354394349303156
2024Q3,PT,101410.09,47744.66,196138.94,51.70319060559825
2024Q4,PT,102939.23,56823.54,201588.73,51.063980610424
2025Q1,PT,104960.34,47654.72,204170.69999999998,51.40813054958425
2025Q2,PT,107283.86,54638.0,206860.91999999998,51.86279747764827
2025Q3,PT,110115.55,51141.05,210257.31000000003,52.37180576504093
