"DATE","TIME PERIOD","Gross disposable income of households (QSA.Q.N.AT.W0.S1M.S1._Z.B.B6G._Z._Z._Z.XDC._T.S.V.N._T)","Gross disposable income of households (QSA.Q.N.BE.W0.S1M.S1._Z.B.B6G._Z._Z._Z.XDC._T.S.V.N._T)","Gross disposable income of households (QSA.Q.N.DE.W0.S1M.S1._Z.B.B6G._Z._Z._Z.XDC._T.S.V.N._T)","Gross disposable income of households (QSA.Q.N.ES.W0.S1M.S1._Z.B.B6G._Z._Z._Z.XDC._T.S.V.N._T)","Gross disposable income of households (QSA.Q.N.FI.W0.S1M.S1._Z.B.B6G._Z._Z._Z.XDC._T.S.V.N._T)","Gross disposable income of households (QSA.Q.N.FR.W0.S1M.S1._Z.B.B6G._Z._Z._Z.XDC._T.S.V.N._T)","Gross disposable income of households (QSA.Q.N.GR.W0.S1M.S1._Z.B.B6G._Z._Z._Z.XDC._T.S.V.N._T)","Gross disposable income of households (QSA.Q.N.IE.W0.S1M.S1._Z.B.B6G._Z._Z._Z.XDC._T.S.V.N._T)","Gross disposable income of households (QSA.Q.N.IT.W0.S1M.S1._Z.B.B6G._Z._Z._Z.XDC._T.S.V.N._T)","Gross disposable income of households (QSA.Q.N.NL.W0.S1M.S1._Z.B.B6G._Z._Z._Z.XDC._T.S.V.N._T)","Gross disposable income of households (QSA.Q.N.PT.W0.S1M.S1._Z.B.B6G._Z._Z._Z.XDC._T.S.V.N._T)"
"1980-03-31","1980Q1","","","","","","68434.00"
"1980-06-30","1980Q2","","","","","","74258.00"
"1980-09-30","1980Q3","","","","","","76337.00"
"1980-12-31","1980Q4","","","","","","78968.00"
"1981-03-31","1981Q1","","","","","","78503.00"
"1981-06-30","1981Q2","","","","","","86064.00"
"1981-09-30","1981Q3","","","","","","87957.00"
"1981-12-31","1981Q4","","","","","","91413.00"
"1982-03-31","1982Q1","","","","","","92417.00"
"1982-06-30","1982Q2","","","","","","99562.00"
"1982-09-30","1982Q3","","","","","","100275.00"
"1982-12-31","1982Q4","","","","","","101299.00"
"1983-03-31","1983Q1","","","","","","102707.00"
"1983-06-30","1983Q2","","","","","","107974.00"
"1983-09-30","1983Q3","","","","","","108994.00"
"1983-12-31","1983Q4","","","","","","111146.00"
"1984-03-31","1984Q1","","","","","","111093.00"
"1984-06-30","1984Q2","","","","","","115008.00"
"1984-09-30","1984Q3","","","","","","116970.00"
"1984-12-31","1984Q4","","","","","","117606.00"
"1985-03-31","1985Q1","","","","","","117507.00"
"1985-06-30","1985Q2","","","","","","122795.00"
"1985-09-30","1985Q3","","","","","","125859.00"
"1985-12-31","1985Q4","","","","","","126801.00"
"1986-03-31","1986Q1","","","","","","126121.00"
"1986-06-30","1986Q2","","","","","","130661.00"
"1986-09-30","1986Q3","","","","","","131124.00"
"1986-12-31","1986Q4","","","","","","132295.00"
"1987-03-31","1987Q1","","","","","","130060.00"
