country,quarter,house_price_index
PT,2012Q3,81.938
PT,2012Q4,82.0815
PT,2013Q1,81.1726
PT,2013Q2,80.0374
PT,2013Q3,80.8308
PT,2013Q4,82.6428
PT,2014Q1,84.541
PT,2014Q2,85.0492
PT,2014Q3,85.2614
PT,2014Q4,84.5574
PT,2015Q1,85.3079
PT,2015Q2,86.9233
PT,2015Q3,87.5167
PT,2015Q4,88.302
PT,2016Q1,90.7366
PT,2016Q2,91.9878
PT,2016Q3,93.5646
PT,2016Q4,94.27
PT,2017Q1,96.5625
PT,2017Q2,97.9715
PT,2017Q3,102.1503
PT,2017Q4,102.6476
PT,2018Q1,107.5537
PT,2018Q2,107.9185
PT,2018Q3,109.2675
PT,2018Q4,111.2915
PT,2019Q1,116.5755
PT,2019Q2,117.5135
PT,2019Q3,121.2252
PT,2019Q4,122.5313
PT,2020Q1,128.4041
PT,2020Q2,129.3041
PT,2020Q3,129.6169
PT,2020Q4,132.5093
PT,2021Q1,136.3332
PT,2021Q2,138.3465
PT,2021Q3,142.4168
PT,2021Q4,144.4167
PT,2022Q1,147.6512
PT,2022Q2,144.9951
PT,2022Q3,147.7046
PT,2022Q4,146.3205
PT,2023Q1,148.6117
PT,2023Q2,151.0659
PT,2023Q3,153.5731
PT,2023Q4,155.1652
PT,2024Q1,155.5623
PT,2024Q2,158.609
PT,2024Q3,165.0546
PT,2024Q4,168.7043
PT,2025Q1,176.9055
PT,2025Q2,181.8636
PT,2025Q3,189.3081
PT,2025Q4,196.1766
