country,quarter,house_price_index,rent_index,leverage_ratio,ecb_shock,price_rent_ratio,log_house_price,log_rent,log_price_rent_ratio
AT,2009Q3,95.491,54.46333333333333,83.22,0.0087045999999999,1.7533080359875146,4.559032002208041,3.9975276923746224,0.561504309833419
AT,2009Q4,95.5922,55.303333333333335,83.33,-0.07014606,1.7285070218793321,4.560091226770555,4.012833183987154,0.5472580427834006
AT,2010Q1,100.2743,55.74333333333334,83.94,0.01189718,1.798857262452909,4.6079094308289585,4.020757821724922,0.5871516091040364
AT,2010Q2,99.4891,55.96666666666667,85.7,0.0079532599999999,1.77764919594997,4.600048090425061,4.024756275415386,0.5752918150096763
AT,2010Q3,99.7202,56.586666666666666,85.9,0.01648813,1.7622561262959473,4.60236826426907,4.0357733861975635,0.5665948780715067
AT,2010Q4,100.5169,56.85333333333333,86.84,-0.0077428299999999,1.768003635084428,4.610325872565936,4.04047485230937,0.5698510202565665
AT,2011Q1,101.9272,57.16,85.96,0.06421043,1.783191042687194,4.6242588329707806,4.045854353061666,0.5784044799091143
AT,2011Q2,97.6322,57.68666666666667,87.37,-0.07734268,1.6924569513463539,4.581207357040847,4.055026066510483,0.5261812905303636
AT,2011Q3,102.1369,58.57333333333333,88.41,-0.04513712,1.7437440245845663,4.626314070259597,4.070279530439469,0.5560345398201283
AT,2011Q4,101.9875,59.10666666666666,87.35,0.06776825,1.7254821791112114,4.624850256754918,4.079343721208743,0.5455065355461755
AT,2012Q1,110.004,59.63333333333333,86.05,0.01879029,1.8446730016769146,4.700516728767639,4.088214701846564,0.6123020269210752
AT,2012Q2,110.3612,60.56333333333333,84.97,0.08157494,1.8222444823600639,4.7037586227948625,4.103689649446239,0.6000689733486229
AT,2012Q3,111.6306,61.0,84.02,0.06135204,1.8300098360655739,4.715195205911416,4.110873864173311,0.6043213417381056
AT,2012Q4,110.584,61.53333333333333,83.72,0.00919029,1.7971397616468041,4.705775413162057,4.119579033400642,0.5861963797614141
AT,2013Q1,112.5848,62.02333333333333,83.72,-0.0012058899999999,1.815200730907723,4.723706715474464,4.12751065833144,0.5961960571430233
AT,2013Q2,113.4433,62.330000000000005,83.98,0.05196265,1.8200433178244824,4.731303152628687,4.132442850820759,0.5988603018079275
AT,2013Q3,114.7339,62.73,85.25,-0.06975126,1.8290116371751954,4.7426155340860925,4.138839802108651,0.6037757319774407
AT,2013Q4,113.4531,63.17,84.61,-0.0107668199999999,1.7959965173341776,4.731389535665228,4.145829504910609,0.5855600307546186
AT,2014Q1,115.3871,63.923333333333325,85.07,0.05823669,1.805085779840434,4.748292562730259,4.157684448617315,0.5906081141129447
AT,2014Q2,116.8502,64.62666666666667,85.13,-0.055573,1.8080802558283475,4.760892772579465,4.168627122309066,0.5922656502704
AT,2014Q3,115.5822,65.38333333333334,85.17,-0.08136055,1.767762426714249,4.749981965143503,4.180267383987452,0.5697145811560508
AT,2014Q4,114.5825,66.26333333333334,84.75,0.07325807,1.7291991548870667,4.741295087558952,4.1936367024783205,0.5476583850806319
AT,2015Q1,118.5001,67.14666666666666,86.05,-0.01886947,1.7647949761715649,4.774913804456687,4.206879281627927,0.5680345228287591
AT,2015Q2,117.3639,67.81333333333333,85.57,0.00741236,1.7306906213134094,4.765279364366431,4.216758832445755,0.5485205319206762
AT,2015Q3,119.1789,68.3,85.42,-0.03315962,1.7449326500732065,4.780625725539705,4.223909766576744,0.5567159589629612
AT,2015Q4,122.3724,68.38666666666667,85.46,0.09065469,1.7894189900565411,4.8070688544554105,4.225177873852958,0.5818909806024526
AT,2016Q1,126.8528,68.87333333333333,84.93,-0.02058062,1.8418275094376149,4.8430273591166175,4.232269068753189,0.6107582903634281
AT,2016Q2,127.7763,69.71333333333332,84.57,0.0229170699999999,1.8328818016639574,4.850281078736807,4.244391595502333,0.6058894832344746
AT,2016Q3,127.0245,70.37333333333333,85.25,0.0334953,1.8050089996210685,4.844379981239023,4.253814403526959,0.5905655777120646
AT,2016Q4,126.2187,71.08333333333333,84.86,-0.02712766,1.7756440797186401,4.83801611662595,4.2638528977036785,0.5741632189222713
AT,2017Q1,127.1765,71.70333333333333,84.71,-0.02346464,1.7736483659523035,4.8455758854102555,4.272537236529597,0.5730386488806589
AT,2017Q2,129.9192,72.45333333333333,84.14,0.0024797,1.7931431726168567,4.866912718758941,4.2829426764499825,0.5839700423089589
AT,2017Q3,129.7336,73.33666666666666,84.14,-0.0087218,1.7690141357211038,4.865483117140086,4.29506071119668,0.5704224059434064
