horizon,n_obs,coef_shock_x_lev,std_error,p_value,ci_low_95,ci_high_95,r_squared
1,1023,-0.5096793823122218,0.9827223984779531,0.604011641082787,-2.43581528332901,1.4164565187045661,0.3377859484778798
2,1012,-1.2102935037283447,2.8500860315234293,0.6710906944195887,-6.796462125514266,4.375875118057577,0.4203817018067926
3,1001,-1.661694781792398,4.304943390185807,0.6994989683764213,-10.099383826556581,6.775994262971785,0.4731503075321891
4,990,-0.2672172118956436,4.679050755535873,0.95445814545313,-9.438156692745954,8.903722268954668,0.5051977367787204
5,979,0.3208314798973893,5.291446319898017,0.9516522118303031,-10.050403307102723,10.692066266897502,0.5139377830718712
6,968,0.42419974610074473,6.181565902288045,0.9452894339139676,-11.691669422383823,12.540068914585314,0.5257903881568831
7,957,1.8770208182532206,7.5176876497147855,0.8028343563998744,-12.857646975187759,16.6116886116942,0.5389190314120568
8,946,3.1270239677010485,7.925444348034066,0.6931713039009582,-12.406846954445722,18.660894889847818,0.5513600612436658
