variable,coefficient,std_error,t_stat,p_value
C(quarter_str)[T.2016Q3],1.5416389016610466,0.6845883506022129,2.2519210271470596,0.024327263083044556
C(quarter_str)[T.2016Q4],0.394643955944765,0.8177057435236137,0.48262343645060685,0.6293631352114428
C(quarter_str)[T.2017Q1],0.8757642614307064,0.7420409813539846,1.1802101008393366,0.23791666265194722
C(quarter_str)[T.2017Q2],1.0306806731037883,0.7856811490636528,1.3118307271749072,0.189577254845686
C(quarter_str)[T.2017Q3],2.0533659382447,0.8405108421985547,2.4429975619037068,0.014565835683543287
C(quarter_str)[T.2017Q4],0.578596090433794,0.817250530440223,0.7079788496706456,0.4789583919437189
C(quarter_str)[T.2018Q1],1.677786030764038,0.9899978026767896,1.6947371259083437,0.09012529948458559
C(quarter_str)[T.2018Q2],0.5502433982471896,0.6031120452106438,0.9123402568672141,0.3615896286654299
C(quarter_str)[T.2018Q3],1.3918895746292952,0.7222717111209934,1.9270996678923353,0.053967210138805614
C(quarter_str)[T.2018Q4],0.47260977449984265,0.7173836544940828,0.6587964076671625,0.5100265144430236
C(quarter_str)[T.2019Q1],1.464883314913308,0.8509636717090462,1.7214404840235855,0.08517092329759046
C(quarter_str)[T.2019Q2],0.5773157245207343,0.6279181439480601,0.9194123948877141,0.35787990855831675
C(quarter_str)[T.2019Q3],1.4382843266189187,0.616505652397331,2.3329621083375898,0.01965013413231338
C(quarter_str)[T.2019Q4],0.2479066927540064,0.815222434263816,0.30409699529169326,0.7610539959222749
C(quarter_str)[T.2020Q1],1.519225443347289,0.8314495611631393,1.8272009684171338,0.06766955832743986
C(quarter_str)[T.2020Q2],1.2608513734437796,0.7926651823789118,1.590648109028541,0.11168879106762582
C(quarter_str)[T.2020Q3],1.386438333309147,0.8189483802516714,1.6929496006611309,0.09046506089095888
C(quarter_str)[T.2020Q4],1.0798989614879102,0.8832775087094632,1.222604391982907,0.2214791534725119
C(quarter_str)[T.2021Q1],1.4507362252473,0.9361285943325627,1.5497189531761288,0.12120898699507003
C(quarter_str)[T.2021Q2],1.4779780028854672,0.729071722999456,2.0272052203656377,0.04264142950898574
C(quarter_str)[T.2021Q3],2.203323218504843,0.7384333185016325,2.9837808821731433,0.0028471058159641074
C(quarter_str)[T.2021Q4],0.0489126765237069,1.0059614504592769,0.04862281402669612,0.9612198885017256
C(quarter_str)[T.2022Q1],0.11761270185312767,0.8384530182687756,0.1402734551495473,0.8884439366608388
C(quarter_str)[T.2022Q2],-0.7435303768830933,0.7157413908974604,-1.038825456148049,0.2988859199943571
C(quarter_str)[T.2022Q3],-0.48146158374571135,0.7657877993618052,-0.6287140956632548,0.5295362483054279
C(quarter_str)[T.2022Q4],-2.7748018725755954,0.7693821874328505,-3.606532511279087,0.0003103159947142215
C(quarter_str)[T.2023Q1],-0.9066703119317832,0.8827632316011508,-1.0270820979791715,0.3043818075645791
C(quarter_str)[T.2023Q2],-0.9423864703588201,0.714033527920085,-1.319807030776141,0.18689945361545335
C(quarter_str)[T.2023Q3],-0.41915055931326006,0.6162488475960461,-0.6801644513386824,0.4964003384745831
C(quarter_str)[T.2023Q4],-0.539897180770111,0.7937941736951981,-0.6801475730879089,0.49641102440971896
C(quarter_str)[T.2024Q1],-0.19079177007110382,0.6076663280114094,-0.31397456346720853,0.7535403579974085
C(quarter_str)[T.2024Q2],0.12318803929274777,0.5959943715554654,0.20669329304443512,0.8362493956741446
C(quarter_str)[T.2024Q3],0.8490804081583317,0.591833542286468,1.4346608420976372,0.15138376780608243
C(quarter_str)[T.2024Q4],0.10597059816356824,0.643070335241743,0.16478850345931723,0.8691104532410094
C(quarter_str)[T.2025Q1],0.2618373381413711,0.7204662772271317,0.36342761128127743,0.7162854789523317
C(quarter_str)[T.2025Q2],0.3054472938432839,0.5311257591223346,0.5750941064278714,0.565227653606109
C(quarter_str)[T.2025Q3],0.5629476683971828,0.7115658582293924,0.7911392345298577,0.4288627461974569
leverage_lag_std,-1.5762335535402476,0.3742691883179128,-4.211496972605073,2.5368395450302443e-05
shock_x_lev,-2.1522965632571633,0.9550373708825227,-2.253625490349438,0.024219738342488382
